param1,param2
1.30415,0.56375
1.39422,0.56496
1.39591,0.57524
1.46443,0.43206
1.40873,0.45227
1.29525,0.63941
1.25983,0.52804
1.25284,0.5406
1.21723,0.58987
1.39069,0.63677
1.33179,0.51637
1.45475,0.55642
1.34479,0.43476
1.51668,0.59496
1.39492,0.73928
1.63099,0.58021
1.21239,0.72132
1.45795,0.45548
1.43816,0.61451
1.66196,0.62104
1.12484,0.81356
1.04938,0.76325
1.35923,0.82936
1.08927,0.65077
1.20966,0.56614
1.45313,0.59703
1.38362,0.49675
1.38754,0.5406
1.33638,0.48126
1.34255,0.5964
1.32855,0.60431
1.60035,0.5826
1.33482,0.54462
1.46515,0.50734
1.28336,0.49264
1.48845,0.56939
1.33772,0.59663
1.56783,0.62884
1.31242,0.55322
1.44456,0.56786
1.29448,0.47738
1.54982,0.55161
1.55289,0.55526
1.36409,0.47324
1.31479,0.51444
1.53031,0.60274
1.45029,0.69186
1.31387,0.49528
1.32692,0.49884
1.46028,0.51828
1.29156,0.57922
1.30309,0.48098
1.4914,0.49231
1.24643,0.60812
1.53984,0.52293
1.33814,0.50438
1.49119,0.49654
1.38798,0.5036
1.39423,0.53641
1.37545,0.45089
1.26565,0.56459
1.23727,0.53997
1.29538,0.47676
1.57157,0.60194
1.46683,0.79492
1.683,0.5938
1.51059,0.5955
1.47897,0.57905
1.39079,0.46903
1.42964,0.54738
1.351,0.57209
1.28112,0.64038
1.49249,0.41103
1.33415,0.59407
1.34004,0.47553
1.64615,0.50029
1.29327,0.6477
1.20571,0.52747
1.4315,0.60316
1.16893,0.57916
1.49017,0.51513
1.65232,0.55908
1.37766,0.76048
1.38819,0.46544
1.43067,0.52979
1.50549,0.51654
1.33845,0.53651
1.46891,0.49443
1.35654,0.54306
1.29002,0.76222
1.43422,0.49766
1.4844,0.57103
1.41125,0.6239
1.18412,0.61409
1.20413,0.62714
1.27689,0.62778
1.51987,0.52547
1.41459,0.44663
1.29631,0.67176
1.61688,0.476
1.14909,0.81252
1.32511,0.66067
1.36241,0.59328
1.26559,0.49906
1.36784,0.62093
1.28518,0.85656
1.31822,0.85362
1.43759,0.78033
1.41555,0.40625
1.43554,0.61215
1.443,0.54309
1.36038,0.49687
1.43853,0.55226
1.21794,0.62529
1.3303,0.60899
1.35262,1.00975
1.73467,0.67945
1.51492,0.8637
1.42368,0.60487
1.28957,0.54085
1.17735,0.54909
1.38641,0.49601
1.31119,0.70165
1.49277,0.50638
1.33855,0.59299
1.4575,0.59082
1.4733,0.67762
1.16549,0.59428
1.40779,0.66242
1.38161,0.67564
1.46458,0.75946
1.45429,0.56307
1.26453,0.51319
1.47666,0.62734
1.33933,0.45677
1.18884,0.55398
1.44352,0.82206
1.46113,0.69636
1.5992,0.63323
1.47726,0.49442
1.46065,0.54189
1.29252,0.52276
1.36848,0.69655
1.5696,0.49844
1.29956,0.63907
1.50688,0.50081
1.32092,0.62869
1.53416,0.49779
1.39907,0.50325
1.33934,0.57508
1.31081,0.57697
1.43909,0.54863
1.30206,0.57951
1.36111,0.54696
1.43147,0.49883
1.30123,0.62067
1.31793,0.45464
1.52657,0.65569
1.3494,0.54031
1.44644,0.54409
1.431,0.51586
1.59025,0.57135
1.59108,0.49783
1.32783,0.61984
1.39932,0.52134
1.47547,0.46831
1.47828,0.61656
1.32866,0.55108
1.48436,0.52133
1.32171,0.48456
1.50367,0.60345
1.32672,0.59637
1.24754,0.52123
1.36215,0.49863
1.37172,0.51152
1.31428,0.4983
1.27166,0.66176
1.31352,0.51995
1.28468,0.62275
1.43374,0.59978
1.41386,0.60548
1.42509,0.48186
1.34281,0.50341
1.54092,0.55734
1.33927,0.55594
1.44621,0.53035
1.20072,0.68048
1.37255,0.53256
1.28165,0.48324
1.33091,0.57743
1.36052,0.65004
1.39438,0.55899
1.32743,0.60622
1.37219,0.50521
1.37705,0.5735
1.55453,0.62759
1.57212,0.58429
1.3973,0.55211
1.28435,0.62761
1.40211,0.51013
1.39485,0.63898
1.24653,0.50999
1.41723,0.73325
1.244,0.48584
1.2356,0.46302
1.50284,0.68875
1.61773,0.6434
1.38962,0.48353
1.10851,0.73723
1.37671,0.49676
1.30873,0.46369
1.57729,0.61746
1.34701,0.75142
1.21601,0.52029
1.40626,0.46287
1.29919,0.55652
1.4284,0.53427
1.25233,0.59101
1.26333,0.64283
1.23312,0.68585
1.19727,0.57073
1.36023,0.39034
1.27693,0.6768
1.38713,0.43395
1.35477,0.73634
1.35769,0.54889
1.3917,0.5884
1.16998,0.49656
1.53055,0.71494
1.16102,0.47969
1.4731,0.67602
1.50155,0.61486
1.25698,0.54584
1.44819,0.63238
1.28216,0.48856
1.57524,0.53905
1.44154,0.69628
1.47244,0.61623
1.39196,0.49433
1.3203,0.62604
1.37302,0.56287
1.53188,0.55264
1.31473,0.48616
1.48531,0.54938
1.33881,0.69341
1.46357,0.48574
1.43907,0.46011
1.32922,0.54062
1.48408,0.6409
1.167,0.53778
1.43276,0.6272
1.29088,0.66308
1.40561,0.58676
1.45614,0.43386
1.53313,0.64876
1.30371,0.42821
1.28553,0.62302
1.28408,0.50896
1.27093,0.57226
1.47101,0.57689
1.33852,0.5544
1.34195,0.47435
1.53639,0.68599
1.33825,0.40015
1.37424,0.63794
1.21017,0.58116
1.37068,0.53134
1.32091,0.48094
1.19181,0.67315
1.3359,0.57739
1.18648,0.53509
1.21476,0.47012
1.51446,0.61801
1.5384,0.61414
1.63051,0.58884
1.58613,0.71092
1.50448,0.52653
1.33338,0.62174
1.54576,0.42838
1.08587,0.73645
1.14788,0.7372
1.15656,0.7458
1.23655,0.66991
1.46849,0.62245
1.36262,0.62717
1.34742,0.50563
1.51259,0.49759
1.31845,0.63225
1.48548,0.59966
1.56589,0.57128
1.42309,0.63522
1.37389,0.44752
1.62756,0.61048
1.42126,0.90041
1.36405,0.94112
1.0491,0.68436
1.625,0.43111
1.19126,0.63173
1.42365,0.44744
1.45612,0.72023
1.41542,0.70881
1.18266,0.57124
1.11744,0.65868
1.42516,0.44861
1.19583,0.69823
1.37732,0.53284
1.37673,0.52214
1.2871,0.59925
1.20711,0.5085
1.39239,0.45027
1.34767,0.60017
1.38111,0.5246
1.45447,0.47641
1.50135,0.71466
1.46969,0.61939
1.22092,0.50121
1.57953,0.61814
1.17806,0.6988
1.27068,0.59354
1.27297,0.50187
1.38812,0.6479
1.34629,0.65874
1.32806,0.51722
1.42832,0.54998
1.39004,0.49958
1.47779,0.52938
1.35124,0.47889
1.46112,0.53983
1.33517,0.4962
1.38643,0.64671
1.34576,0.50287
1.42189,0.5476
1.38969,0.50929
1.24776,0.55765
1.33788,0.6364
1.57396,0.57534
1.36682,0.63726
1.43896,0.5376
1.53564,0.63544
1.47064,0.74053
1.1543,0.50203
1.44304,0.68232
1.53749,0.55483
1.38225,0.47745
1.22616,0.65393
1.32951,0.58262
1.39,0.53614
1.26739,0.60011
1.39499,0.56748
1.31151,0.56749
1.29884,0.69261
1.22941,0.60573
1.29942,0.657
1.44781,0.44882
1.35523,0.64112
1.21927,0.55159
1.30646,0.51646
1.57341,0.44754
1.25714,0.64583
1.66184,0.57812
1.17786,0.92631
1.57299,0.51479
1.32853,0.41251
1.36179,0.53303
1.72592,0.75242
1.4986,0.81709
1.22638,0.41974
1.56931,0.6761
1.52293,0.66542
1.21497,0.52832
1.56481,0.57605
1.28115,0.58907
1.35774,0.58235
1.49336,0.55626
1.47653,0.55829
1.43296,0.58271
1.34635,0.41954
1.3937,0.74067
1.58898,0.62673
1.39996,0.53416
1.34873,0.63976
1.41233,0.52399
1.4052,0.49991
1.42343,0.47158
1.38676,0.65087
1.49566,0.56084
1.29521,0.56828
1.47774,0.57126
1.45941,0.49418
1.37999,0.47274
1.42712,0.67057
1.49349,0.64721
1.37267,0.70185
1.28192,0.57631
1.3512,0.4633
1.38478,0.56926
1.57258,0.56793
1.13834,0.58642
1.38525,0.52254
1.45274,0.46255
1.30391,0.68844
1.60736,0.76276
1.61168,0.60814
1.40879,0.45246
1.44201,0.54274
1.59118,0.59965
1.23338,0.44904
1.25318,0.48661
1.39269,0.73942
1.53234,0.60132
1.25689,0.52269
1.35449,0.61855
1.14817,0.69027
1.12767,0.68173
1.29799,0.47618
1.40236,0.5716
1.35071,0.4597
1.33605,0.65563
1.43333,0.52001
1.37115,0.53684
1.22771,0.50888
1.59782,0.51371
1.39541,0.63471
1.36021,0.77902
1.31471,0.48084
1.42417,0.51807
1.31005,0.54252
1.54101,0.54508
1.32537,0.51111
1.38756,0.4477
1.38861,0.50817
1.35114,0.52862
1.41534,0.50516
1.37421,0.47823
1.30708,0.47822
1.32582,0.54404
1.6435,0.57314
1.29508,0.42228
1.61866,0.71153
1.51382,0.58195
1.24639,0.62081
1.40633,0.56364
1.44419,0.55379
1.24332,0.6221
1.28757,0.58728
1.42998,0.49239
1.40854,0.49564
1.31497,0.56276
1.18003,0.53076
1.37451,0.48641
1.35183,0.50566
1.22898,0.53044
1.49815,0.66802
1.15784,0.5082
1.55171,0.65156
1.56542,0.74099
1.57191,0.59727
1.49837,0.60465
1.39564,0.74744
1.43684,0.71467
1.44769,0.70217
1.40228,0.45004
1.21057,0.80162
1.21058,0.6823
1.47974,0.48772
1.34343,0.761
1.53197,0.59552
1.27198,0.46114
1.33899,0.62013
1.46465,0.53579
1.45055,0.5439
1.31012,0.549
1.51464,0.48466
1.18133,0.7134
1.55071,0.44315
1.21218,0.7176
1.09314,0.71993
1.39637,0.55203
1.44324,0.49491
1.43624,0.57392
1.41098,0.55727
1.24825,0.45927
1.75406,0.63933
1.49686,0.68881
1.28494,0.65878
1.48772,0.59942
1.43461,0.59902
1.3991,0.63236
1.51513,0.41892
1.54152,0.61566
1.4854,0.61848
1.3427,0.48359
1.45922,0.56946
1.37876,0.50101
1.35114,0.5545
1.25071,0.5681
1.1927,0.67396
1.09512,0.75698
1.49414,0.49314
1.24662,0.58275
1.54658,0.47793
1.24084,0.5899
1.49009,0.71718
1.25538,0.62997
1.346,0.47772
1.40284,0.67083
1.36544,0.5096
1.39779,0.54112
1.34683,0.59072
1.44847,0.46704
1.28218,0.56636
1.53909,0.48142
1.23494,0.66093
1.58508,0.55835
1.30172,0.48817
1.40427,0.64065
1.33589,0.57682
1.54008,0.50103
1.36609,0.48058
1.31339,0.54728
1.53585,0.46852
1.21008,0.63664
1.47033,0.47066
1.20948,0.65584
1.49401,0.60655
1.43068,0.46002
1.30561,0.65642
1.36601,0.62505
1.1351,0.53316
1.27813,0.50714
1.31139,0.52022
1.54092,0.61093
1.56974,0.58488
1.34044,0.65694
1.32443,0.61246
1.29261,0.55621
1.22793,0.60709
1.48264,0.47326
1.36969,0.59889
1.29854,0.48364
1.51526,0.61156
1.12928,0.58727
1.51017,0.55434
1.29886,0.6246
1.41084,0.51375
1.34837,0.62201
1.4674,0.64003
1.47846,0.54657
1.42294,0.50246
1.41457,0.58165
1.37631,0.62273
1.27436,0.48595
1.39911,0.81903
1.4137,0.68095
1.2136,0.51025
1.38332,0.557
1.3733,0.52388
1.42539,0.60491
1.12072,0.69139
1.35473,0.71105
1.01389,0.74655
1.58259,0.43466
1.10746,0.7251
1.50524,0.46799
1.35575,0.52136
1.4554,0.44115
1.27426,0.69213
1.2577,0.50795
1.31267,0.7056
1.35736,0.77677
1.57943,0.52563
1.29521,0.4716
1.41462,0.57623
1.44046,0.47543
1.13461,0.55916
1.59592,0.59872
1.45782,0.69916
1.29833,0.5017
1.37089,0.57431
1.52606,0.52218
1.42986,0.49082
1.23485,0.62162
1.62545,0.54124
1.22519,0.57724
1.42085,0.54005
1.30777,0.5336
1.48194,0.50914
1.30163,0.55988
1.46105,0.60758
1.55729,0.667
1.36675,0.47845
1.48226,0.60068
1.44967,0.65132
1.27656,0.46574
1.47846,0.75027
1.42254,0.60546
1.41592,0.46466
1.35655,0.67692
1.56852,0.70249
1.47225,0.58623
1.24299,0.48094
1.50039,0.66641
1.29897,0.51449
1.42527,0.54864
1.62394,0.66894
1.38902,0.77199
1.29241,0.431
1.5477,0.62324
1.5079,0.65046
1.3761,0.76391
1.41833,0.55522
1.26736,0.52155
1.4757,0.62315
1.33359,0.51719
1.31382,0.64695
1.2341,0.75784
1.42693,0.40197
1.29696,0.64542
1.31106,0.51957
1.39532,0.55465
1.4577,0.65597
1.51974,0.44934
1.18252,0.67538
1.40978,0.71183
1.35891,0.58412
1.44012,0.54958
1.37039,0.45806
1.51025,0.6184
1.49646,0.71606
1.49893,0.66377
1.17506,0.54566
1.36432,0.70363
1.33723,0.66695
1.18074,0.61446
1.50773,0.50648
1.46252,0.48007
1.10107,0.75098
1.29556,0.62996
1.10498,0.82611
1.49538,0.43402
1.32641,0.55084
1.57955,0.48045
1.29855,0.50924
1.36441,0.50612
1.39425,0.55096
1.45644,0.52579
1.17507,0.61051
1.45392,0.44929
1.38385,0.55418
1.38255,0.55538
1.26948,0.5041
1.43277,0.59631
1.18305,0.54569
1.18409,0.77322
1.47029,0.43607
1.2728,0.65189
1.63841,0.53149
1.1062,0.66297
1.23992,0.72374
1.33378,0.65222
1.23471,0.6495
1.24484,0.57818
1.34941,0.48981
1.4694,0.45589
1.32452,0.52913
1.29764,0.60734
1.28173,0.61378
1.38664,0.66319
1.54816,0.57325
1.27905,0.49444
1.45943,0.52672
1.31555,0.5946
1.36416,0.47724
1.26706,0.57584
1.42433,0.50312
1.4336,0.48934
1.47268,0.51573
1.333,0.46699
1.27259,0.59377
1.37218,0.52611
1.48103,0.56958
1.23151,0.51426
1.26161,0.49593
1.50999,0.55322
1.4635,0.52466
1.26997,0.56924
1.49547,0.47575
1.37164,0.4646
1.49105,0.54844
1.25296,0.58936
1.4174,0.63784
1.1081,0.61722
1.32443,0.56345
1.35759,0.50983
1.26048,0.61774
1.33429,0.58747
1.28926,0.64338
1.3027,0.61116
1.29405,0.67054
1.49171,0.49735
1.36894,0.4401
1.22953,0.57425
1.53212,0.46936
1.39946,0.50523
1.33385,0.63479
1.55334,0.47856
1.27453,0.68434
1.43381,0.52751
1.28545,0.61946
1.50972,0.73001
1.44127,0.49503
1.26887,0.65056
1.44988,0.54987
1.25922,0.54322
1.56475,0.52207
1.37045,0.5587
1.37792,0.46927
1.50911,0.64091
1.36973,0.41312
1.30914,0.48893
1.38363,0.57663
1.47911,0.72308
1.14247,0.57483
1.63,0.61161
1.37939,0.66342
1.26518,0.54215
1.43853,0.5602
1.49669,0.54465
1.28139,0.41829
1.54379,0.66852
1.62515,0.55388
1.27882,0.48281
1.24171,0.58506
1.47807,0.42969
1.3034,0.55039
1.32964,0.57255
1.20905,0.59334
1.43132,0.45731
1.4496,0.52166
1.47487,0.48662
1.25349,0.58781
1.37414,0.72373
1.40131,0.62954
1.4662,0.57643
1.51157,0.487
1.38645,0.61632
1.38213,0.47251
1.53792,0.57676
1.5447,0.62898
1.42384,0.59238
1.46056,0.54154
1.36727,0.58273
1.41309,0.46984
1.33944,0.50587
1.42453,0.52889
1.33396,0.56636
1.35575,0.52834
1.36044,0.5662
1.35255,0.55853
1.40873,0.53729
1.35869,0.56374
1.30259,0.57745
1.51153,0.54914
1.27286,0.53959
1.43095,0.55815
1.25855,0.55805
1.45464,0.55733
1.24089,0.54589
1.52258,0.73303
1.45308,0.62852
1.44196,0.6256
1.25356,0.59146
1.43763,0.46873
1.24765,0.63251
1.48221,0.49211
1.24604,0.53739
1.44528,0.54114
1.53459,0.4113
1.40759,0.5378
1.28477,0.67139
1.34933,0.49888
1.33494,0.57507
1.38311,0.5062
1.43844,0.55356
1.31182,0.54246
1.40546,0.54264
1.26844,0.63085
1.27993,0.43064
1.47332,0.6797
1.37415,0.63416
1.62125,0.69213
1.21536,0.43849
1.53984,0.76802
1.57057,0.8384
1.78438,0.92984
1.5578,0.96557
1.54032,0.97912
1.45117,0.77216
1.46453,0.6143
1.45063,0.59846
1.4433,0.41964
1.29451,0.61236
1.29317,0.5656
1.32487,0.54149
1.41406,0.48292
1.37521,0.56242
1.43116,0.50337
1.30763,0.58624
1.39707,0.45593
1.19371,0.54438
1.40001,0.59374
1.33521,0.62092
1.44976,0.48335
1.38041,0.52598
1.40941,0.39014
1.37378,0.70564
1.4276,0.48784
1.297,0.61979
1.34,0.56214
1.37606,0.54886
1.24036,0.48768
1.3533,0.47174
1.39917,0.59892
1.43728,0.62012
1.13917,0.62558
1.42019,0.75893
1.34512,0.47576
1.47366,0.48424
1.42092,0.5172
1.37087,0.58358
1.64253,0.54641
1.38007,0.43624
1.20822,0.6668
1.34337,0.54804
1.38319,0.56623
1.40499,0.4783
1.23738,0.6407
1.29134,0.67555
1.46506,0.46997
1.32884,0.60766
1.29253,0.56395
1.42459,0.5571
1.27099,0.46791
1.45834,0.57621
1.48987,0.54174
1.33766,0.51939
1.40198,0.56435
1.32502,0.58071
1.34705,0.53673
1.37369,0.54555
1.46286,0.53473
1.41026,0.42361
1.47936,0.5845
1.18113,0.56664
1.37526,0.67536
1.3479,0.41777
1.1907,0.55488
1.36399,0.68007
1.46393,0.42185
1.21844,0.74752
1.27533,0.56098
1.43732,0.5361
1.37981,0.44743
1.2513,0.64856
1.2692,0.60244
1.41568,0.58091
1.36628,0.47489
1.31622,0.52181
1.22248,0.51367
1.46039,0.52772
1.23301,0.62871
1.47798,0.47582
1.62784,0.64033
1.44065,0.83051
1.25439,0.54361
1.54629,0.53354
1.28309,0.49948
1.55195,0.53345
1.25833,0.52564
1.36576,0.45831
1.39465,0.6066
1.2785,0.56899
1.40045,0.50001
1.42851,0.52747
1.36818,0.53246
1.37274,0.52744
1.38175,0.61084
1.48836,0.40863
1.27947,0.63266
1.53122,0.5688
1.44557,0.50282
1.28898,0.56187
1.24421,0.69773
1.24477,0.52936
1.54189,0.59604
1.33849,0.49387
1.42039,0.60722
1.4661,0.45457
1.28178,0.58824
1.3604,0.52626
1.31094,0.56762
1.4383,0.54313
1.3742,0.52328
1.40162,0.48778
1.5303,0.5016
1.32757,0.48474
1.36644,0.55783
1.36293,0.60403
1.21994,0.64214
1.46231,0.40344
1.47356,0.46643
1.25004,0.59814
1.45506,0.50587
1.0931,0.57369
1.36414,0.65235
1.19515,0.52415
1.43104,0.52292
1.39379,0.48261
1.39612,0.52215
1.32715,0.50932
1.39677,0.59624
1.53985,0.54518
1.28445,0.5443
1.29177,0.43662
1.6401,0.59089
1.22126,0.46038
1.4955,0.50736
1.37404,0.61932
1.40009,0.47658
1.44741,0.56683
1.42304,0.6362
1.37302,0.46304
1.27876,0.63628
1.36049,0.57942
1.38389,0.50984
1.44325,0.5424
1.31864,0.58178
1.57963,0.6472
1.02838,0.63975
1.59915,0.64699
1.26869,0.65697
1.35966,0.61556
1.3784,0.47372
1.25086,0.57791
1.60725,0.41722
1.3551,0.53072
1.48691,0.53154
1.31227,0.65575
1.29743,0.55106
1.46358,0.45162
1.55391,0.63488
1.32265,0.7076
1.15063,0.59296
1.46172,0.64025
1.19992,0.5398
1.3944,0.39761
1.38343,0.57824
1.53374,0.53006
1.16368,0.64086
1.29758,0.46079
1.20049,0.63445
1.26464,0.58568
1.18988,0.61279
1.17977,0.53018
1.37596,0.64867
1.03422,0.56427
1.47544,0.6737
1.67895,0.61707
1.44783,0.69044
1.19996,0.51097
1.18714,0.55685
1.48198,0.86619
1.06932,0.5076
1.39912,0.58849
1.4524,0.45453
1.22117,0.60527
1.49474,0.53791
1.35264,0.47523
1.40864,0.65434
1.26956,0.62178
1.52741,0.59712
1.29657,0.47293
1.30025,0.60038
1.28711,0.68021
1.10533,0.66975
1.14604,0.57744
1.35977,0.71648
1.25554,0.5143
1.29314,0.61657
1.49839,0.51839
1.53995,0.53824
1.32826,0.64586
1.33571,0.56375
1.37256,0.53976
1.35068,0.56718
1.42306,0.73929
1.26652,0.57378
1.37788,0.46664
1.31769,0.55575
1.46874,0.53212
1.13186,0.56953
1.51502,0.63112
1.59898,0.60468
1.29385,0.69028
1.21554,0.57172
1.31784,0.65399
1.31235,0.53623
1.4433,0.61595
1.22444,0.49019
1.43436,0.63312
1.28356,0.47058
1.266,0.48729
1.42879,0.52705
1.26909,0.49823
1.62318,0.50468
1.272,0.56456
1.45783,0.51469
1.315,0.559
1.44834,0.55332
1.22896,0.53248
1.44302,0.65752
1.47644,0.55689
1.40924,0.51924
1.31263,0.47112
1.46793,0.57293
1.39065,0.56274
1.36732,0.57084
1.44879,0.54005
1.37966,0.47434
1.26751,0.76448
1.5446,0.49221
1.36953,0.50543
1.36255,0.54293
1.4028,0.47547
1.39,0.63048
1.36303,0.53439
1.45704,0.56311
1.30575,0.49475
1.57024,0.6385
1.49003,0.56924
1.69593,0.53117
1.39276,0.72849
1.16654,0.70908
1.40542,0.50965
1.40773,0.49684
1.32151,0.54375
1.31004,0.65991
1.35214,0.48144
1.32093,0.60857
1.36627,0.56007
1.32175,0.60101
1.21145,0.58587
1.24517,0.50377
1.4054,0.44075
1.41628,0.49744
1.22738,0.53395
1.35338,0.54259
1.46379,0.53348
1.54552,0.43876
1.3746,0.42683
1.61039,0.51814
1.39821,0.53591
1.32124,0.72912
1.39436,0.51493
1.47851,0.52379
1.34382,0.59427
1.39386,0.49208
1.32632,0.46097
1.09239,0.5232
1.49952,0.52772
1.28807,0.54111
1.36161,0.46934
1.40846,0.57132
1.39016,0.54245
1.33474,0.50146
1.31598,0.58636
1.24969,0.68027
1.30812,0.57753
1.41423,0.50273
1.25358,0.61943
1.48035,0.47817
1.26482,0.59717
1.39433,0.50034
1.26436,0.50312
1.30246,0.52767
1.41852,0.5042
1.47499,0.57962
1.38168,0.58712
1.54951,0.5296
1.21331,0.52024
1.57488,0.44721
1.33229,0.63608
1.33271,0.50658
1.49169,0.5667
1.49008,0.64266
1.36999,0.55709
1.57155,0.55821
1.41475,0.57953
1.346,0.5487
1.32854,0.45946
1.41815,0.4608
1.31824,0.53009
1.37323,0.66221
1.34331,0.51855
1.29414,0.51087
1.44645,0.62857
1.29504,0.64797
1.45207,0.44658
1.33297,0.48522
1.27309,0.55212
1.3866,0.5781
1.34141,0.49244
1.24888,0.55862
1.19889,0.49219
1.66227,0.65913
1.19401,0.44938
1.20311,0.51504
1.49011,0.56767
1.29096,0.52507
1.37789,0.50289
1.375,0.54672
1.40527,0.59004
1.2602,0.48509
1.43865,0.65622
1.62767,0.61719
1.47333,0.69599
1.51645,0.61202
1.24872,0.63127
1.42529,0.60821
1.52684,0.51884
1.53521,0.51399
1.52818,0.49118
1.44555,0.4612
1.27717,0.60826
1.37497,0.42924
1.3053,0.56166
1.32376,0.56428
1.48302,0.53041
1.24732,0.4719
1.56865,0.65675
1.42801,0.77556
1.3206,0.57609
1.46545,0.42902
1.45422,0.47697
1.38221,0.57057
1.40736,0.5233
1.2648,0.61161
1.46025,0.49269
1.52519,0.59078
1.55968,0.56737
1.31841,0.46203
1.22276,0.49951
1.50598,0.65797
1.20334,0.47554
1.50651,0.5731
1.3035,0.49276
1.40688,0.5699
1.45552,0.57545
1.28603,0.51573
1.47758,0.58521
1.4848,0.55747
1.25795,0.61432
1.28771,0.63356
1.22411,0.62374
1.35092,0.57214
1.38456,0.60359
1.45834,0.51306
1.33449,0.51596
1.39927,0.41318
1.24637,0.66421
1.30281,0.5536
1.44395,0.49597
1.44311,0.48452
1.37931,0.53465
1.39869,0.52319
1.37802,0.58068
1.36446,0.49896
1.45057,0.46707
1.39496,0.58278
1.52054,0.69674
1.18629,0.52785
1.46222,0.54334
1.35092,0.51094
1.44574,0.56152
1.20923,0.61905
1.43338,0.52309
1.38408,0.46579
1.49195,0.49015
1.25273,0.67505
1.27917,0.5587
1.43409,0.50269
1.36357,0.55091
1.31516,0.53803
1.46402,0.53296
1.40632,0.47759
1.60767,0.45273
1.36137,0.51191
1.28627,0.61744
1.49114,0.55551
1.482,0.56592
1.5639,0.5968
1.36837,0.49586
1.42992,0.44101
1.25178,0.6679
1.43964,0.7636
1.20107,0.44707
1.50069,0.63852
1.32303,0.55078
1.33768,0.52011
1.4043,0.50519
1.35645,0.66303
1.4033,0.55005
1.3754,0.64026
1.47439,0.48791
1.31952,0.51702
1.23277,0.51236
1.45217,0.46923
1.56318,0.99123
1.59453,0.70919
1.1646,0.48155
1.33729,0.55536
1.44962,0.48824
1.28245,0.7725
1.40247,0.46038
1.53449,0.51146
1.4015,0.43855
1.21551,0.76735
1.40906,0.60725
1.27404,0.53622
1.39261,0.45331
1.29214,0.73715
1.35927,0.64111
1.27755,0.50912
1.45483,0.62243
1.3491,0.56956
1.32904,0.50018
1.41067,0.51132
1.56553,0.66542
1.40072,0.54777
1.34824,0.49398
1.22241,0.66184
1.26267,0.66376
1.28128,0.52526
1.46512,0.46516
1.20491,0.52494
1.20449,0.51566
1.4442,0.63605
1.23289,0.48949
1.55305,0.54847
1.41478,0.57787
1.32167,0.55004
1.51815,0.47951
1.25606,0.5726
1.42184,0.45549
1.42629,0.47188
1.29471,0.55873
1.43819,0.43254
1.41457,0.48152
1.39534,0.45989
1.0946,0.69712
1.38421,0.45748
1.23012,0.64979
1.40077,0.56844
1.3992,0.64891
1.42486,0.6156
1.32032,0.47148
1.36071,0.688
1.5556,0.64729
1.30375,0.49827
1.47496,0.56631
1.44436,0.51384
1.43847,0.54379
1.44102,0.58973
1.23988,0.53049
1.57374,0.54073
1.33604,0.48969
1.34103,0.48822
1.45907,0.52568
1.41105,0.49302
1.33199,0.59715
1.41369,0.51368
1.32025,0.58211
1.34971,0.50774
1.67491,0.91353
1.34382,0.55317
1.32476,0.65848
1.68013,0.61998
1.47766,0.69843
1.34472,0.48541
1.35322,0.42584
1.42732,0.64029
1.37096,0.51585
1.55303,0.53783
1.26326,0.69326
1.38834,0.65806
1.25592,0.52328
1.62302,0.54373
1.42275,0.59856
1.48478,0.53444
1.37423,0.54363
1.44323,0.57754
1.39783,0.47439
1.35794,0.51042
1.55939,0.64724
1.47292,0.68516
1.25528,0.52418
1.4414,0.59775
1.38495,0.5946
1.43244,0.51963
1.38301,0.53691
1.34322,0.62649
1.29868,0.57299
1.32771,0.67161
1.47119,0.47766
1.43558,0.47745
1.39849,0.61412
1.51653,0.56592
1.44244,0.54325
1.32075,0.65551
1.32378,0.58753
1.40738,0.59453
1.3233,0.48966
1.50119,0.69693
1.41003,0.72939
1.38929,0.54668
1.42829,0.47068
1.39301,0.5097
1.46649,0.58647
1.50553,0.46807
1.44428,0.42433
1.57744,0.55776
1.35823,0.4332
1.38523,0.47854
1.25974,0.55809
1.38161,0.4583
1.40702,0.56712
1.17177,0.51174
1.47514,0.58839
1.24112,0.45248
1.41345,0.64252
1.49007,0.56991
1.35614,0.65286
1.26384,0.61491
1.4067,0.50739
1.16224,0.53307
1.50242,0.64779
1.33729,0.40574
1.35184,0.40827
1.39875,0.6731
1.44938,0.68481
1.40581,0.55975
1.23083,0.62085
1.36197,0.53774
1.36412,0.62913
1.50678,0.61936
1.47199,0.62459
1.31912,0.47348
1.34073,0.45958
1.45167,0.50936
1.38869,0.61302
1.45505,0.44292
1.25312,0.62282
1.31975,0.56216
1.3423,0.56942
1.41909,0.60206
1.23841,0.57188
1.27445,0.54913
1.43827,0.65856
1.45955,0.66786
1.33267,0.45855
1.48763,0.5747
1.40936,0.64848
1.4776,0.53686
1.29661,0.56488
1.53603,0.59522
1.33669,0.47577
1.47946,0.45285
1.17746,0.61171
1.47509,0.54217
1.38387,0.6342
1.40327,0.58391
1.35023,0.53579
1.20429,0.66182
1.26579,0.47226
1.49156,0.67242
1.56184,0.53627
1.22514,0.49212
1.61716,0.69176
1.42037,0.65695
1.45326,0.72365
1.39491,0.50939
1.33913,0.67461
1.45945,0.53918
1.43435,0.56024
1.3946,0.58687
1.31267,0.58911
1.3102,0.57472
1.27384,0.52719
1.45438,0.64918
1.23815,0.5229
1.43329,0.5517
1.37236,0.53822
